"Destination English Name","Country","State/Provence","Nearest City","Destination Official Name"
"Hatay","Turkey","","Hatay","Hatay"
"Adiyaman","Turkey","","Adiyaman","Adiyaman"
"Osmaniye","Turkey","","Osmaniye","Osmaniye"
"Isparta","Turkey","","Isparta","Isparta"
"Aydin","Turkey","","Aydin","Aydin"
"Kirikkale","Turkey","","Kirikkale","Kirikkale"
"Usak","Turkey","","Usak","Usak"
"Iskenderun","Turkey","","Iskenderun","Iskenderun"
"Aksaray","Turkey","","Aksaray","Aksaray"
"Afyonkarahisar","Turkey","","Afyonkarahisar","Afyonkarahisar"
"Inegöl","Turkey","","Inegöl","Inegöl"
"Tekirdag","Turkey","","Tekirdag","Tekirdag"
"Ordu","Turkey","","Ordu","Ordu"
"Edirne","Turkey","","Edirne","Edirne"
"Kiziltepe","Turkey","","Kiziltepe","Kiziltepe"
"Karaman","Turkey","","Karaman","Karaman"
"Siirt","Turkey","","Siirt","Siirt"
"Düzce","Turkey","","Düzce","Düzce"
"Tokat","Turkey","","Tokat","Tokat"
"ASHKHABAD","Turkmenistan","","ASHKHABAD","ASHKHABAD"
"Türkmenabat","Turkmenistan","Chardzhou","Türkmenabat","Türkmenabat"
"Tashauz","Turkmenistan","","Tashauz","Tashauz"
"Ahal Welayaty (Ashgabat)","Turkmenistan","","Ahal Welayaty (Ashgabat)","Ahal Welayaty (Ashgabat)"
"Balkan Welayaty (Balkanabat)","Turkmenistan","","Balkan Welayaty (Balkanabat)","Balkan Welayaty (Balkanabat)"
"Dashoguz Welayaty","Turkmenistan","","Dashoguz Welayaty","Dashoguz Welayaty"
"Lebap Welayaty (Turkmenabat)","Turkmenistan","","Lebap Welayaty (Turkmenabat)","Lebap Welayaty (Turkmenabat)"
"Mary Welayaty","Turkmenistan","","Mary Welayaty","Mary Welayaty"
"Abadan","Turkmenistan","","Abadan","Abadan"
"Annau","Turkmenistan","","Annau","Annau"
"Arçabil","Turkmenistan","","Arçabil","Arçabil"
"Baharly","Turkmenistan","","Baharly","Baharly"
"Kaka","Turkmenistan","","Kaka","Kaka"
"Tejen","Turkmenistan","","Tejen","Tejen"
"Ashgabat","Turkmenistan","","Ashgabat","Ashgabat"
"Balkanabat","Turkmenistan","","Balkanabat","Balkanabat"
"Bereket","Turkmenistan","","Bereket","Bereket"
"Gumdag","Turkmenistan","","Gumdag","Gumdag"
"Magtymguly","Turkmenistan","","Magtymguly","Magtymguly"
"Serdar","Turkmenistan","","Serdar","Serdar"
"Türkmenbaşy","Turkmenistan","","Türkmenbaşy","Türkmenbaşy"
"Cockburn Town","Turks and Caicos Islands","","Cockburn Town","GRAND TURK"
"Back Salina","Turks and Caicos Islands","","Back Salina","Back Salina"
"Blue Hills","Turks and Caicos Islands","","Blue Hills","Blue Hills"
"Blue Mountain","Turks and Caicos Islands","","Blue Mountain","Blue Mountain"
"Bottle Creek","Turks and Caicos Islands","","Bottle Creek","Bottle Creek"
"Breezy Brae","Turks and Caicos Islands","","Breezy Brae","Breezy Brae"
"Funafuti","Tuvalu","","Funafuti","Funafuti"
"KAMPALA","Uganda","","KAMPALA","KAMPALA"
"Gulu","Uganda","","Gulu","Gulu"
"Adjumani","Uganda","","Adjumani","Adjumani"
"Apac","Uganda","","Apac","Apac"
"Arua","Uganda","","Arua","Arua"
"Bugiri","Uganda","","Bugiri","Bugiri"
"Bundibugyo","Uganda","","Bundibugyo","Bundibugyo"
"Bushenyi","Uganda","","Bushenyi","Bushenyi"
"Busia","Uganda","","Busia","Busia"
"Hoima","Uganda","","Hoima","Hoima"
"Iganga","Uganda","","Iganga","Iganga"
"Jinja","Uganda","","Jinja","Jinja"
"Kabale","Uganda","","Kabale","Kabale"
"Kabarole","Uganda","","Kabarole","Kabarole"
"Kaberamaido","Uganda","","Kaberamaido","Kaberamaido"
"Kalangala","Uganda","","Kalangala","Kalangala"
"Kamuli","Uganda","","Kamuli","Kamuli"
"Kamwenge","Uganda","","Kamwenge","Kamwenge"
"Kanungu","Uganda","","Kanungu","Kanungu"
"Kapchorwa","Uganda","","Kapchorwa","Kapchorwa"
"Kasese","Uganda","","Kasese","Kasese"
"Katakwi","Uganda","","Katakwi","Katakwi"
"Kayunga","Uganda","","Kayunga","Kayunga"
"Kyiv","Ukraine","","Kyiv","KIEV"
"Kharkov","Ukraine","","Kharkov","Kharkov"
"Odessa","Ukraine","","Odessa","Odessa"
"Dnepropetrovsk","Ukraine","","Dnepropetrovsk","Dnepropetrovsk"
"Donetsk","Ukraine","Donestskaya oblast","Donetsk","Donetsk"
"Zaporozhye","Ukraine","","Zaporozhye","Zaporozhye"
"Lvov","Ukraine","","Lvov","Lvov"
"Kryvy Rig","Ukraine","","Kryvy Rig","Kryvy Rig"
"Mykolaiv","Ukraine","Nikolaevskaya oblast","Mykolaiv","Mykolaiv"
"Mariupol","Ukraine","","Mariupol","Mariupol"
"Lugansk","Ukraine","","Lugansk","Lugansk"
"Vinnutsya","Ukraine","","Vinnutsya","Vinnutsya"
"Makeyevka","Ukraine","","Makeyevka","Makeyevka"
"Sevastopol","Ukraine","","Sevastopol","Sevastopol"
"Simferopol","Ukraine","","Simferopol","Simferopol"
"Kherson","Ukraine","","Kherson","Kherson"
"Chernigov","Ukraine","","Chernigov","Chernigov"
"Poltava","Ukraine","","Poltava","Poltava"
"Cherkassy","Ukraine","","Cherkassy","Cherkassy"
"Zhitomir","Ukraine","","Zhitomir","Zhitomir"
"Sumy","Ukraine","","Sumy","Sumy"
"Khmelnitsky","Ukraine","Hmilnyk","Khmelnitsky","Khmelnitsky"
"Chernovtsy","Ukraine","","Chernovtsy","Chernovtsy"
"Gorlovka","Ukraine","","Gorlovka","Gorlovka"
"Rivne","Ukraine","","Rivne","Rivne"
"Dneprodzerzhinsk","Ukraine","","Dneprodzerzhinsk","Dneprodzerzhinsk"
"Kirovograd","Ukraine","","Kirovograd","Kirovograd"
"Krementchug","Ukraine","","Krementchug","Krementchug"
"Ivano-Frankovsk","Ukraine","","Ivano-Frankovsk","Ivano-Frankovsk"
"Ternopil","Ukraine","","Ternopil","Ternopol"
"Lutsk","Ukraine","","Lutsk","Lutsk"
"Belaya Tserkov","Ukraine","Bila Crkva","Belaya Tserkov","Belaya Tserkov"
"Kramatorsk","Ukraine","","Kramatorsk","Kramatorsk"
"Melitopol","Ukraine","","Melitopol","Melitopol"
"Kertch","Ukraine","","Kertch","Kertch"
"Abu Dhabi","United Arab Emirates","","Abu Dhabi","Abu Dhabi"
"Al Ain","United Arab Emirates","","Al Ain","Al Ain"
"Al Khan","United Arab Emirates","","Al Khan","Al Khan"
"Ar Ruways","United Arab Emirates","","Ar Ruways","Ar Ruways"
"As Satwah","United Arab Emirates","","As Satwah","As Satwah"
"Dayrah","United Arab Emirates","","Dayrah","Dayrah"
"Dubai","United Arab Emirates","","Dubai","Dubai"
"Fujairah","United Arab Emirates","","Fujairah","Fujairah"
"Ras al-Khaimah","United Arab Emirates","","Ras al-Khaimah","Ras al-Khaimah"
"Sharjah","United Arab Emirates","","Sharjah","Sharjah"
"Abu Dhabi Island and Internal Islands City","United Arab Emirates","","Abu Dhabi Island and Internal Islands City","Abu Dhabi Island and Internal Islands City"
"Abu Dhabi Municipality","United Arab Emirates","","Abu Dhabi Municipality","Abu Dhabi Municipality"
"Al Ain City","United Arab Emirates","","Al Ain City","Al Ain City"
"Al Ain Municipality","United Arab Emirates","","Al Ain Municipality","Al Ain Municipality"
"Al Dhafra","United Arab Emirates","","Al Dhafra","Al Dhafra"
"Al Shamkhah City","United Arab Emirates","","Al Shamkhah City","Al Shamkhah City"
"Bani Yas City","United Arab Emirates","","Bani Yas City","Bani Yas City"
"Khalifah A City","United Arab Emirates","","Khalifah A City","Khalifah A City"
"Musaffah","United Arab Emirates","","Musaffah","Musaffah"
"Muzayri‘","United Arab Emirates","","Muzayri‘","Muzayri‘"
"Zayed City","United Arab Emirates","","Zayed City","Zayed City"
"Ajman","United Arab Emirates","","Ajman","Ajman"
"Ajman City","United Arab Emirates","","Ajman City","Ajman City"
"Manama","United Arab Emirates","","Manama","Manama"
"Masfout","United Arab Emirates","","Masfout","Masfout"
"Al Fujairah City","United Arab Emirates","","Al Fujairah City","Al Fujairah City"
"Al Fujairah Municipality","United Arab Emirates","","Al Fujairah Municipality","Al Fujairah Municipality"
"Dibba Al Fujairah Municipality","United Arab Emirates","","Dibba Al Fujairah Municipality","Dibba Al Fujairah Municipality"
"Dibba Al-Fujairah","United Arab Emirates","","Dibba Al-Fujairah","Dibba Al-Fujairah"
"Dibba Al-Hisn","United Arab Emirates","","Dibba Al-Hisn","Dibba Al-Hisn"
"Reef Al Fujairah City","United Arab Emirates","","Reef Al Fujairah City","Reef Al Fujairah City"
"London","United Kingdom","England","London","London"
"Edinburgh","United Kingdom","Scotland","Edinburgh","Edinburgh"
"Manchester","United Kingdom","England","Manchester","Manchester"
"Liverpool","United Kingdom","England","Liverpool","Liverpool"
"Bath","United Kingdom","England","Bath","Bath"
"Oxford","United Kingdom","England","Oxford","Oxford"
"Cambridge","United Kingdom","England","Cambridge","Cambridge"
"Scottish Highlands","United Kingdom","Scotland","Inverness","Scottish Highlands"
"Belfast","United Kingdom","Northern Ireland","Belfast","Belfast"
"Cardiff","United Kingdom","Wales","Cardiff","Cardiff"
"West Midlands","United Kingdom","","West Midlands","West Midlands"
"West Yorkshire","United Kingdom","","West Yorkshire","West Yorkshire"
"Tyneside","United Kingdom","","Tyneside","Tyneside"
"Nottingham","United Kingdom","","Nottingham","Nottingham"
"Sheffield","United Kingdom","","Sheffield","Sheffield"
"Glasgow","United Kingdom","","Glasgow","Glasgow"
"Bristol","United Kingdom","","Bristol","Bristol"
"Brighton/Worthing/Littlehampton","United Kingdom","","Brighton/Worthing/Littlehampton","Brighton/Worthing/Littlehampton"
"Portsmouth","United Kingdom","","Portsmouth","Portsmouth"
"Leicester","United Kingdom","","Leicester","Leicester"
"Bournemouth","United Kingdom","","Bournemouth","Bournemouth"
"Reading/Wokingham","United Kingdom","","Reading/Wokingham","Reading/Wokingham"
"Teesside","United Kingdom","","Teesside","Teesside"
"The Potteries","United Kingdom","","The Potteries","The Potteries"
"Fife","United Kingdom","","Fife","Fife"
"Coventry/Bedworth","United Kingdom","","Coventry/Bedworth","Coventry/Bedworth"
"North Lanarkshire","United Kingdom","","North Lanarkshire","North Lanarkshire"
"Birkenhead","United Kingdom","","Birkenhead","Birkenhead"
"Southampton","United Kingdom","","Southampton","Southampton"
"South Lanarkshire","United Kingdom","","South Lanarkshire","South Lanarkshire"
"Kingston-upon-Hull","United Kingdom","","Kingston-upon-Hull","Kingston-upon-Hull"
"Swansea","United Kingdom","","Swansea","Swansea"
"Southend","United Kingdom","","Southend","Southend"
"Preston","United Kingdom","","Preston","Preston"
"Blackpool","United Kingdom","","Blackpool","Blackpool"
"Plymouth","United Kingdom","","Plymouth","Plymouth"
"Aldershot","United Kingdom","","Aldershot","Aldershot"
"Derby","United Kingdom","","Derby","Derby"
"Luton/Dunstable","United Kingdom","","Luton/Dunstable","Luton/Dunstable"
"New York City","United States","New York","New York City","New York City"
"Los Angeles","United States","California","Los Angeles","Los Angeles"
"San Francisco","United States","California","San Francisco","San Francisco"
"Las Vegas","United States","Nevada","Las Vegas","Las Vegas"
"Washington, DC","United States","District of Columbia","Washington","Washington, DC"
"Chicago","United States","Illinois","Chicago","Chicago"
"Miami","United States","Florida","Miami","Miami"
"Orlando","United States","Florida","Orlando","Orlando"
"Boston","United States","Massachusetts","Boston","Boston"
"Seattle","United States","Washington","Seattle","Seattle"
"Honolulu","United States","Hawaii","Honolulu","Honolulu"
"Grand Canyon National Park","United States","Arizona","Flagstaff","Grand Canyon National Park"
"Yellowstone National Park","United States","Wyoming","West Yellowstone","Yellowstone National Park"
"Yosemite National Park","United States","California","Fresno","Yosemite National Park"
"Zion National Park","United States","Utah","Springdale","Zion National Park"
"Bryce Canyon National Park","United States","Utah","Bryce","Bryce Canyon National Park"
"Rocky Mountain National Park","United States","Colorado","Estes Park","Rocky Mountain National Park"
"Great Smoky Mountains National Park","United States","Tennessee","Gatlinburg","Great Smoky Mountains National Park"
"Glacier National Park","United States","Montana","Kalispell","Glacier National Park"
"Acadia National Park","United States","Maine","Bar Harbor","Acadia National Park"
"New Orleans","United States","Louisiana","New Orleans","New Orleans"
"Austin","United States","Texas","Austin","Austin"
"Nashville","United States","Tennessee","Nashville","Nashville"
"San Diego","United States","California","San Diego","San Diego"
"Philadelphia","United States","Pennsylvania","Philadelphia","Philadelphia"
"Charleston","United States","South Carolina","Charleston","Charleston"
"Maui","United States","Hawaii","Kahului","Maui"
"Monument Valley","United States","Arizona","Kayenta","Monument Valley"
"New York","United States","NY","New York","New York"
"Houston","United States","TX","Houston","Houston"
"Phoenix","United States","AZ","Phoenix","Phoenix"
"San Antonio","United States","TX","San Antonio","San Antonio"
"Dallas","United States","TX","Dallas","Dallas"
"San Jose","United States","CA","San Jose","San Jose"
"Jacksonville","United States","FL","Jacksonville","Jacksonville"
"Indianapolis","United States","IN","Indianapolis","Indianapolis"
"Columbus","United States","OH","Columbus","Columbus"
"Fort Worth","United States","TX","Fort Worth","Fort Worth"
"Charlotte","United States","NC","Charlotte","Charlotte"
"Detroit","United States","MI","Detroit","Detroit"
"El Paso","United States","TX","El Paso","El Paso"
"Memphis","United States","TN","Memphis","Memphis"
"Denver","United States","CO","Denver","Denver"
"WASHINGTON","United States","DC","WASHINGTON","WASHINGTON"
"Nashville-Davidson","United States","TN","Nashville-Davidson","Nashville-Davidson"
"Baltimore","United States","MD","Baltimore","Baltimore"
"Louisville","United States","KY","Louisville","Louisville"
"Portland","United States","OR","Portland","Portland"
"Oklahoma City","United States","OK","Oklahoma City","Oklahoma City"
"Milwaukee","United States","WI","Milwaukee","Milwaukee"
"Albuquerque","United States","NM","Albuquerque","Albuquerque"
"Tucson","United States","AZ","Tucson","Tucson"
"Fresno","United States","CA","Fresno","Fresno"
"Sacramento","United States","CA","Sacramento","Sacramento"
"Long Beach","United States","CA","Long Beach","Long Beach"
"Kansas City","United States","MO","Kansas City","Kansas City"
"Mesa","United States","AZ","Mesa","Mesa"
"Virginia Beach","United States","VA","Virginia Beach","Virginia Beach"
"Atlanta","United States","GA","Atlanta","Atlanta"
"Colorado Springs","United States","CO","Colorado Springs","Colorado Springs"
"Raleigh","United States","NC","Raleigh","Raleigh"
"Omaha","United States","NE","Omaha","Omaha"
"Oakland","United States","CA","Oakland","Oakland"
"Tulsa","United States","OK","Tulsa","Tulsa"
"Minneapolis","United States","MN","Minneapolis","Minneapolis"
"Cleveland","United States","OH","Cleveland","Cleveland"
"Wichita","United States","KS","Wichita","Wichita"
"Arlington","United States","TX","Arlington","Arlington"
"Bakersfield","United States","CA","Bakersfield","Bakersfield"
"Tampa","United States","FL","Tampa","Tampa"
"Urban Honolulu","United States","HI","Urban Honolulu","Urban Honolulu"
"Anaheim","United States","CA","Anaheim","Anaheim"
"Aurora","United States","CO","Aurora","Aurora"
"Santa Ana","United States","CA","Santa Ana","Santa Ana"
"St. Louis","United States","MO","St. Louis","St. Louis"
"Riverside","United States","CA","Riverside","Riverside"
"Corpus Christi","United States","TX","Corpus Christi","Corpus Christi"
"Pittsburgh","United States","PA","Pittsburgh","Pittsburgh"
"Lexington-Fayette","United States","KY","Lexington-Fayette","Lexington-Fayette"
"Anchorage","United States","AK","Anchorage","Anchorage"
"Stockton","United States","CA","Stockton","Stockton"
"Cincinnati","United States","OH","Cincinnati","Cincinnati"
"St. Paul","United States","MN","St. Paul","St. Paul"
"Toledo","United States","OH","Toledo","Toledo"
"Newark","United States","NJ","Newark","Newark"
"Greensboro","United States","NC","Greensboro","Greensboro"
"Plano","United States","TX","Plano","Plano"
"Henderson","United States","NV","Henderson","Henderson"
"Lincoln","United States","NE","Lincoln","Lincoln"
"Buffalo","United States","NY","Buffalo","Buffalo"
"Fort Wayne","United States","IN","Fort Wayne","Fort Wayne"
"Jersey City","United States","NJ","Jersey City","Jersey City"
"Chula Vista","United States","CA","Chula Vista","Chula Vista"
"Saint Petersburg","United States","FL","Saint Petersburg","St. Petersburg"
"Norfolk","United States","VA","Norfolk","Norfolk"
"Chandler","United States","AZ","Chandler","Chandler"
"Laredo","United States","TX","Laredo","Laredo"
"Madison","United States","WI","Madison","Madison"
"Durham","United States","NC","Durham","Durham"
"Lubbock","United States","TX","Lubbock","Lubbock"
"Winston-Salem","United States","NC","Winston-Salem","Winston-Salem"
"Garland","United States","TX","Garland","Garland"
"Glendale","United States","AZ","Glendale","Glendale"
"Hialeah","United States","FL","Hialeah","Hialeah"
"Reno","United States","NV","Reno","Reno"
"Baton Rouge","United States","LA","Baton Rouge","Baton Rouge"
"Irvine","United States","CA","Irvine","Irvine"
"Chesapeake","United States","VA","Chesapeake","Chesapeake"
"Irving","United States","TX","Irving","Irving"
"Scottsdale","United States","AZ","Scottsdale","Scottsdale"
"North Las Vegas","United States","NV","North Las Vegas","North Las Vegas"
"Paradise","United States","NV","Paradise","Paradise"
"Fremont","United States","CA","Fremont","Fremont"
"Gilbert","United States","AZ","Gilbert","Gilbert"
"San Bernardino","United States","CA","San Bernardino","San Bernardino"
"Arches National Park","United States","Utah","Moab","Arches National Park"
"Olympic National Park","United States","Washington","Port Angeles","Olympic National Park"
"Death Valley National Park","United States","California","Furnace Creek","Death Valley National Park"
"Sequoia National Park","United States","California","Visalia","Sequoia National Park"
"Kings Canyon National Park","United States","California","Fresno","Kings Canyon National Park"
"Joshua Tree National Park","United States","California","Palm Springs","Joshua Tree National Park"
"Everglades National Park","United States","Florida","Homestead","Everglades National Park"
"Denali National Park","United States","Alaska","Healy","Denali National Park"
"Mount Rainier National Park","United States","Washington","Tacoma","Mount Rainier National Park"
"Shenandoah National Park","United States","Virginia","Luray","Shenandoah National Park"
"Grand Teton National Park","United States","Wyoming","Jackson","Grand Teton National Park"
"Crater Lake National Park","United States","Oregon","Klamath Falls","Crater Lake National Park"
"Badlands National Park","United States","South Dakota","Wall","Badlands National Park"
"Canyonlands National Park","United States","Utah","Moab","Canyonlands National Park"
"Capitol Reef National Park","United States","Utah","Torrey","Capitol Reef National Park"
"Big Bend National Park","United States","Texas","Terlingua","Big Bend National Park"
"Redwood National Park","United States","California","Crescent City","Redwood National Park"
"Haleakala National Park","United States","Hawaii","Kahului","Haleakala National Park"
"Lake Tahoe","United States","California","South Lake Tahoe","Lake Tahoe"
"Antelope Canyon","United States","Arizona","Page","Antelope Canyon"
"Washington DC","United States Minor Outlying Islands","","Washington DC","Washington DC"
"Charlotte Amalie","United States Virgin Islands","","Charlotte Amalie","Charlotte Amalie"
"Montevideo","Uruguay","","Montevideo","MONTEVIDEO"
"Barra de Carrasco","Uruguay","","Barra de Carrasco","Barra de Carrasco"
"Canelones","Uruguay","","Canelones","Canelones"
"Colonia del Sacramento","Uruguay","","Colonia del Sacramento","Colonia del Sacramento"
"Durazno","Uruguay","","Durazno","Durazno"
"Florida","Uruguay","","Florida","Florida"
"La Floresta","Uruguay","","La Floresta","La Floresta"
"La Paz","Uruguay","","La Paz","La Paz"
"Las Piedras","Uruguay","","Las Piedras","Las Piedras"
"Maldonado","Uruguay","","Maldonado","Maldonado"
"Mercedes","Uruguay","","Mercedes","Mercedes"
"Punta del Este","Uruguay","","Punta del Este","Punta del Este"
"Salto","Uruguay","","Salto","Salto"
"San Carlos","Uruguay","","San Carlos","San Carlos"
"Toledo","Uruguay","","Toledo","Toledo"
"Union","Uruguay","","Union","Union"
"Artigas","Uruguay","","Artigas","Artigas"
"Baltasar Brum","Uruguay","","Baltasar Brum","Baltasar Brum"
"Bella Unión","Uruguay","","Bella Unión","Bella Unión"
"Tomás Gomensoro","Uruguay","","Tomás Gomensoro","Tomás Gomensoro"
"Aguas Corrientes","Uruguay","","Aguas Corrientes","Aguas Corrientes"
"Atlántida","Uruguay","","Atlántida","Atlántida"
"Barros Blancos","Uruguay","","Barros Blancos","Barros Blancos"
"Colonia Nicolich","Uruguay","","Colonia Nicolich","Colonia Nicolich"
"TASHKENT","Uzbekistan","","TASHKENT","TASHKENT"
"Namangan","Uzbekistan","","Namangan","Namangan"
"Samarkand","Uzbekistan","","Samarkand","Samarkand"
"Andizhan","Uzbekistan","","Andizhan","Andizhan"
"Bukhara","Uzbekistan","","Bukhara","Bukhara"
"Nukus","Uzbekistan","","Nukus","Nukus"
"Karshi","Uzbekistan","","Karshi","Karshi"
"Kokand","Uzbekistan","","Kokand","Kokand"
"Fergana","Uzbekistan","","Fergana","Fergana"
"Margilan","Uzbekistan","","Margilan","Margilan"
"Chirchik","Uzbekistan","","Chirchik","Chirchik"
"Urgentch","Uzbekistan","","Urgentch","Urgentch"
